ID,name,releasedate,Asynchronous Multiplayer,Co-op,Co-op Campaign,Competitive,Local Co-Op,Local Multiplayer,Multiplayer,Online Co-Op,Party-Based RPG,PvE,PvP,Replay Value,Singleplayer,free_to_play,Casual,RPG,Massively_Multiplayer
578080,PLAYERUNKNOWN'S BATTLEGROUNDS,21-Dec-17,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1
570,Dota 2,09-Jul-13,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,0
730,Counter-Strike: Global Offensive,21-Aug-12,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0
359550,Tom Clancy's Rainbow Six Siege,01-Dec-15,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1
271590,Grand Theft Auto V,13-Apr-15,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
238960,Path of Exile,23-Oct-13,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,1
230410,Warframe,25-Mar-13,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,1,1
440,Team Fortress 2,10-Oct-07,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
252950,Rocket League,07-Jul-15,0,1,0,1,1,1,1,1,0,0,0,0,1,0,1,0,0
252490,Rust,08-Feb-18,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1
346110,ARK: Survival Evolved,27-Aug-17,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1
4000,Garry's Mod,29-Nov-06,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1
8930,Sid Meier's Civilization V,23-Sep-10,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
218620,PAYDAY 2,13-Aug-13,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0
227300,Euro Truck Simulator 2,12-Oct-12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
107410,Arma 3,12-Sep-13,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
365590,Tom Clancy's The Division,07-Mar-16,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1
433850,H1Z1,28-Feb-18,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1
377160,Fallout 4,09-Nov-15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
289070,Sid Meier's Civilization VI,20-Oct-16,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
444090,Paladins,08-May-18,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1
105600,Terraria,16-May-11,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0
72850,The Elder Scrolls V: Skyrim,10-Nov-11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
304930,Unturned,07-Jul-17,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1
476620,Call of Duty: WWII - Multiplayer,02-Nov-17,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
10,Counter-Strike,01-Nov-00,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
504370,Battlerite,08-Nov-17,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0
292030,The Witcher 3: Wild Hunt,18-May-15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
381210,Dead by Daylight,14-Jun-16,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
236850,Europa Universalis IV,13-Aug-13,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
489830,The Elder Scrolls V: Skyrim Special Edition,27-Oct-16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
306130,The Elder Scrolls Online: Tamriel Unlimited,22-May-17,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1
236390,War Thunder,15-Aug-13,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
435150,Divinity: Original Sin 2,14-Sep-17,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
394360,Hearts of Iron IV,06-Jun-16,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
251570,7 Days to Die,13-Dec-13,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0
281990,Stellaris,09-May-16,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
550,Left 4 Dead 2,16-Nov-09,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0
594570,Total War: WARHAMMER II,28-Sep-17,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
221380,Age of Empires II: HD Edition,09-Apr-13,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0
363970,Clicker Heroes,13-May-15,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0
582660,Black Desert Online,24-May-17,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1
255710,Cities: Skylines,10-Mar-15,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
214950,Total War: ROME II - Emperor Edition,02-Sep-13,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
601510,Yu-Gi-Oh! Duel Links,16-Nov-17,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0
386360,SMITE,08-Sep-15,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,1,1
294100,RimWorld,17-Oct-18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
413150,Stardew Valley,26-Feb-16,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0
582160,Assassin's Creed Origins,26-Oct-17,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
322330,Don't Starve Together,21-Apr-16,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
577800,NBA 2K18,14-Sep-17,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0
444200,World of Tanks Blitz,09-Nov-16,0,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1
447020,Farming Simulator 17,24-Oct-16,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
550650,Black Squad,28-Jul-17,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1
427520,Factorio,25-Feb-16,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
49520,Borderlands 2,19-Sep-12,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0
291550,Brawlhalla,17-Oct-17,0,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1
48700,Mount & Blade: Warband,31-Mar-10,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
374320,DARK SOULS� III,11-Apr-16,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0
431960,Wallpaper Engine,16-Nov-18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
268500,XCOM 2,04-Feb-16,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
311290,SpellForce 3,07-Dec-17,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
240,Counter-Strike: Source,01-Nov-04,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0
39210,FINAL FANTASY XIV Online,18-Feb-14,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1
203770,Crusader Kings II,14-Feb-12,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0
356190,Middle-earth�: Shadow of War�,09-Oct-17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
253920,Gorky 17,27-Sep-13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
242760,The Forest,30-Apr-18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
250900,The Binding of Isaac: Rebirth,04-Nov-14,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
227940,Heroes & Generals,18-Oct-16,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1
485510,Nioh: Complete Edition,07-Nov-17,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
219990,Grim Dawn,25-Feb-16,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
698780,Doki Doki Literature Club,06-Oct-17,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
259340,Chicken Shoot Gold,01-Nov-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
231430,Company of Heroes 2,25-Jun-13,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
291480,Warface,01-Jul-14,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1
359320,Elite Dangerous,02-Apr-15,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1
386180,Crossout,26-Jul-17,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,1
364360,Total War: WARHAMMER,24-May-16,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
22380,Fallout: New Vegas,20-Oct-10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
244850,Space Engineers,28-Feb-19,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
325610,Total War: ATTILA,17-Feb-15,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
304050,Trove,09-Jul-15,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1
298610,Ylands,06-Dec-17,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0
264710,Subnautica,23-Jan-18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
322170,Geometry Dash,22-Dec-14,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
211820,Starbound,22-Jul-16,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0
242920,Banished,18-Feb-14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
627690,Idle Champions of the Forgotten Realms,07-Sep-17,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
453480,Shadowverse,27-Oct-16,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0
460930,Tom Clancy's Ghost Recon� Wildlands,06-Mar-17,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0
373420,Divinity: Original Sin Enhanced Edition,27-Oct-15,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0
8500,EVE Online,15-Dec-10,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,1
220200,Kerbal Space Program,27-Apr-15,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
10500,Empire: Total War,04-Mar-09,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
4700,Medieval II: Total War,15-Nov-06,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
221100,DayZ,13-Dec-18,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
301520,Robocraft,24-Aug-17,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1
239140,Dying Light,26-Jan-15,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
232090,Killing Floor 2,18-Nov-16,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
457140,Oxygen Not Included,18-May-17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
55100,Homefront,14-Mar-11,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
391220,Rise of the Tomb Raider,09-Feb-16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
552990,World of Warships,15-Nov-17,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1
466240,Deceit,03-Mar-17,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
47890,The Sims(TM) 3,27-Jan-11,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0
314160,Microsoft Flight Simulator X: Steam Edition,18-Dec-14,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1
305620,The Long Dark,01-Aug-17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
268910,Cuphead,29-Sep-17,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
628890,NOBUNAGA'S AMBITION: Taishi,29-Nov-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109600,Neverwinter,05-Dec-13,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,1
612880,Wolfenstein II: The New Colossus,26-Oct-17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
738060,Freddy Fazbear's Pizzeria Simulator,04-Dec-17,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
270880,American Truck Simulator,02-Feb-16,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
592580,PRO EVOLUTION SOCCER 2018,13-Sep-17,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
475150,Titan Quest Anniversary Edition,31-Aug-16,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
620,Portal 2,18-Apr-11,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0
555570,Infestation: The New Z,22-Nov-16,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,1
440900,Conan Exiles,08-May-18,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1
268850,EVGA Precision XOC,16-Jul-14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
34330,Total War: SHOGUN 2,14-Mar-11,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
610080,Realm Grinder,15-Jun-17,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0
225540,Just Cause 3,30-Nov-15,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
619890,Evil Glitch,31-May-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240720,Getting Over It with Bennett Foddy,06-Dec-17,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
105450,Age of Empires� III: Complete Collection,05-Jan-12,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
219740,Don't Starve,23-Apr-13,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
311210,Call of Duty: Black Ops III,05-Nov-15,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
493340,Planet Coaster,17-Nov-16,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
346010,Besiege,28-Jan-15,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
333930,Dirty Bomb,01-Jun-15,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1
438040,Shakes and Fidget,24-Feb-16,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1
595460,Flix and Chill,27-Feb-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
383120,Empyrion - Galactic Survival,05-Aug-15,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
262060,Darkest Dungeon,19-Jan-16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
284160,BeamNG.drive,29-May-15,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0
244210,Assetto Corsa,19-Dec-14,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
389730,TEKKEN 7,01-Jun-17,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0
518790,theHunter�: Call of the Wild,16-Feb-17,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1
446800,Transport Fever,08-Nov-16,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
222880,Insurgency,22-Jan-14,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0
588430,Fallout Shelter,29-Mar-17,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0
346900,AdVenture Capitalist,30-Mar-15,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
379720,DOOM,12-May-16,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
323370,TERA,05-May-15,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,1
218230,PlanetSide 2,20-Nov-12,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,1
674940,Stick Fight: The Game,28-Sep-17,0,1,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0
335300,DARK SOULS� II: Scholar of the First Sin,01-Apr-15,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
287700,METAL GEAR SOLID V: THE PHANTOM PAIN,01-Sep-15,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
392110,Endless Space 2,18-May-17,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
286160,Tabletop Simulator,05-Jun-15,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0
411300,ELEX,17-Oct-17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
385760,NBA 2K17,20-Sep-16,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
393380,Squad,14-Dec-15,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
477160,Human: Fall Flat,22-Jul-16,0,1,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0
33930,Arma 2: Operation Arrowhead,29-Jun-10,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
202990,Call of Duty: Black Ops II - Multiplayer,12-Nov-12,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1
211420,DARK SOULS�: Prepare To Die Edition,24-Aug-12,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0
515220,F1 2017,24-Aug-17,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
228200,Company of Heroes,11-Sep-06,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
200210,Realm of the Mad God,20-Feb-12,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1
454650,DRAGON BALL XENOVERSE 2,27-Oct-16,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1
304390,For Honor,13-Feb-17,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0
273110,Counter-Strike Nexon: Zombies,07-Oct-14,0,1,0,0,0,0,1,1,0,1,1,0,1,1,1,0,1
295110,Just Survive,15-Jan-15,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
24010,Train Simulator,17-Sep-15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
10190,Call of Duty: Modern Warfare 2 - Multiplayer,11-Nov-09,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0
645630,Car Mechanic Simulator 2018,28-Jul-17,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
476600,Call of Duty: WWII,02-Nov-17,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
663390,Rento Fortune - Multiplayer Board Game,14-Jul-17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
34030,Napoleon: Total War,25-Feb-10,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
378860,Project CARS 2,21-Sep-17,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
384300,CPUCores :: Maximize Your FPS,06-Jul-15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
418460,Rising Storm 2: Vietnam,30-May-17,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
367520,Hollow Knight,24-Feb-17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
244450,Men of War: Assault Squad 2,15-May-14,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
312660,Sniper Elite 4,13-Feb-17,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
363150,Romance of the Three Kingdoms 13,27-Jan-16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
282070,This War of Mine,14-Nov-14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
380600,Fishing Planet,28-Aug-17,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1
200510,XCOM: Enemy Unknown,11-Oct-12,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0
536930,MOBIUS FINAL FANTASY,05-Feb-17,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0
233450,Prison Architect,06-Oct-15,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
280790,Creativerse,08-May-17,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1
242050,Assassin's Creed IV Black Flag,19-Nov-13,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
9900,Star Trek Online,31-Jan-12,0,1,0,0,0,0,1,1,0,1,1,0,1,1,0,1,1
316010,Magic Duels,29-Jul-15,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0
389430,Knight Online,25-Jan-16,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1
403640,Dishonored 2,11-Nov-16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
524220,NieR:Automata�,17-Mar-17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
469600,Legion TD 2,20-Nov-17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
506540,Last Man Standing,29-Mar-17,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1
4760,Rome: Total War,28-Aug-07,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
216150,MapleStory,09-Aug-12,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1
387990,Scrap Mechanic,19-Jan-16,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
480490,Prey,04-May-17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
447040,Watch_Dogs 2,28-Nov-16,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
688470,Gloria Sinica: Han Xiongnu Wars,07-Dec-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
506140,Shop Heroes,15-Aug-16,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1
402840,Crusaders of the Lost Idols,13-Oct-15,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0
261640,Borderlands: The Pre-Sequel,15-Oct-14,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0
364470,The Elder Scrolls: Legends,31-May-17,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
663090,Granado Espada For SEA,15-Oct-17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
266840,Age of Mythology: Extended Edition,08-May-14,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
203160,Tomb Raider,04-Mar-13,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
291650,Pillars of Eternity,26-Mar-15,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
372000,Tree of Savior (English Ver.),28-Mar-16,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1
212680,FTL: Faster Than Light,14-Sep-12,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0
337000,Deus Ex: Mankind Divided�,23-Aug-16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
415200,Motorsport Manager,09-Nov-16,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
32470,STAR WARS� Empire at War: Gold Pack,25-May-10,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
397900,Business Tour - Online Multiplayer Board Game,27-Jul-17,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1
569480,Kingdoms and Castles,20-Jul-17,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
444640,Bloons TD Battles,20-Apr-16,0,1,0,1,0,0,1,0,0,0,1,0,1,1,1,0,1
473690,Absolver,29-Aug-17,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1
433340,Slime Rancher,01-Aug-17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
234140,Mad Max,01-Sep-15,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
298110,Far Cry 4,18-Nov-14,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0
201810,Wolfenstein: The New Order,19-May-14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
290080,Life is Feudal: Your Own,17-Nov-15,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1
445220,Avorion,23-Jan-17,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
335240,Transformice,30-Jan-15,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1
8800,Sid Meier's Civilization IV: Beyond the Sword,24-Jul-07,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
208650,Batman�: Arkham Knight,23-Jun-15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
329110,Gems of War,20-Nov-14,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0
326460,ShellShock Live,11-Mar-15,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1
529180,Dark and Light,20-Jul-17,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1
438740,Friday the 13th: The Game,25-May-17,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
8980,Borderlands,26-Oct-09,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0
521630,Toadled,22-Sep-16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
220,Half-Life 2,16-Nov-04,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
393420,Hurtworld,03-Dec-15,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
22330,The Elder Scrolls IV: Oblivion,16-Jun-09,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
20920,The Witcher 2: Assassins of Kings Enhanced Edition,16-Apr-12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
253710,theHunter Classic,03-Jun-14,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1
3910,Sid Meier's Civilization III: Complete,25-Oct-06,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
516750,My Summer Car,24-Oct-16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
252530,OMSI 2,11-Dec-13,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0
360430,Mafia III,06-Oct-16,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
612020,Zombidle: REMONSTERED,30-May-17,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
391540,Undertale,15-Sep-15,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
12120,Grand Theft Auto: San Andreas,06-Jan-11,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
20900,The Witcher: Enhanced Edition,16-Sep-08,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
342200,MechWarrior Online,10-Dec-15,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1
431240,Golf With Your Friends,29-Jan-16,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1
466560,Northgard,07-Mar-18,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
6060,"Star Wars: Battlefront 2 (Classic, 2005)",08-Jul-09,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
10090,Call of Duty: World at War,18-Nov-08,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
339600,VEGA Conflict,14-Dec-15,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1
339610,FreeStyle 2: Street Basketball,01-Apr-15,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1
